,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
742,0.724,0.498,-13.083,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,7j74lucZ59vqN67Ipe2ZcY,273173
743,0.531,0.818,-5.358,0.0452,0.0694,0.0096,0.263,0.471,90.767,6XUHsYE38CEbYunT983O9G,248173
744,0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,0iOZM63lendWRTTeKhZBSC,244027
745,0.544,0.897,-6.056,0.0471,0.241,0.0,0.13,0.647,157.17,34x6hEJgGAOQvmlMql5Ige,215133
746,0.568,0.824,-4.613,0.0299,0.403,0.0,0.0855,0.753,108.625,5Ts1DYOuouQLgzTaisxWYh,174760
747,0.489,0.758,-6.491,0.0297,0.000678,0.49,0.092,0.435,112.113,7Jh1bpe76CNTCgdgAdBw4Z,371413
748,0.671,0.71,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4bEb3KE4mSKlTFjtWJQBqO,193347
749,0.887,0.48,-11.994,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,0HEmnAUT8PHznIAAmVXqFJ,193200
750,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,5QTxFnGygVM4jFQiBovmRo,308120
751,0.768,0.829,-5.109,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,2olVm1lHicpveMAo4AUDRB,234333
752,0.737,0.495,-13.489,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,1hQFF33xi8ruavZNyovtUN,197147
753,0.252,0.802,-3.976,0.0391,0.13,0.0146,0.309,0.253,150.056,0oerlffJSzhRVvtDfLcp3N,308667
754,0.548,0.691,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145,4KfSdst7rW39C0sfhArdrz,261933
755,0.712,0.967,-5.206,0.047,0.0771,0.0,0.356,0.895,145.024,3Cx4yrFaX8CeHwBMReOWXI,287733
756,0.765,0.476,-13.487,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,7gSQv1OHpkIoAdUiRLdmI6,178360
757,0.526,0.978,-5.436,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,05RgAMGypEvqhNs5hPCbMS,210227
758,0.836,0.509,-13.668,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,5IMtdHjJ1OtkxbGe4zfUxQ,276493
759,0.716,0.625,-11.369,0.0601,0.396,1.97e-05,0.134,0.826,125.276,2BY7ALEWdloFHgQZG6VMLA,186827
760,0.379,0.76,-10.961,0.0378,0.00298,0.0296,0.104,0.491,99.436,73TxYZd0lBCVRrHawrAglA,274088
761,0.53,0.864,-4.948,0.061,0.000753,0.000459,0.354,0.484,166.312,4TIJ7zSBNejpoIPaWpWRKc,288533
762,0.625,0.758,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719,6mHOcVtsHLMuesJkswc0GZ,251253
763,0.755,0.876,-8.867,0.0362,0.357,5.17e-06,0.22,0.954,102.762,6QhXQOpyYvbpdbyjgAqKdY,174827
764,0.712,0.549,-9.484,0.0254,0.011,0.0,0.118,0.552,109.882,31H6au3jhblhr6MMJiXnCq,251067
765,0.386,0.607,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,0aym2LBJBk9DAYuHHutrIl,425653
766,0.783,0.878,-3.864,0.0308,0.39,0.000778,0.0426,0.885,100.626,77oU2rjC5XbjQfNe3bD6so,265173
767,0.619,0.579,-9.307,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,4alHo6RGd0D3OUbTPExTHN,225627
768,0.392,0.629,-7.056,0.0335,0.718,3.76e-06,0.129,0.72,124.511,2Gy7qnDwt8Z3MNxqat4CsK,153205
769,0.741,0.58,-9.05,0.0304,0.117,3.31e-05,0.212,0.944,127.402,0vOkmmJEtjuFZDzrQSFzEE,171267
770,0.811,0.41,-8.214,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,43btz2xjMKpcmjkuRsvxyg,254493
771,0.917,0.588,-11.047,0.0607,0.195,0.0,0.0914,0.828,110.077,1mCsF9Tw4AkIZOjvZbZZdT,184480
772,0.529,0.932,-7.501,0.0488,0.00251,0.00109,0.136,0.571,138.158,71SvEDmsOwIWw1IozsZoMA,201693
773,0.635,0.686,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747
774,0.494,0.54,-17.34,0.0348,0.154,0.0,0.0878,0.723,134.976,1x1XQqhBViz4opcpwc7FVs,277468
775,0.414,0.404,-9.928,0.0499,0.271,0.0,0.3,0.224,71.105,4u7EnebtmKWzUH433cf5Qv,354320
776,0.27,0.944,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,6hTcuIQa0sxrrByu9wTD7s,269920
777,0.691,0.812,-7.772,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,39lSeqnyjZJejRuaREfyLL,220627
778,0.451,0.962,-3.947,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,4ECNtOnqzxutZkXP4TE3n3,323707
779,0.638,0.867,-6.469,0.0331,0.144,0.000733,0.0846,0.805,115.692,72ahyckBJfTigJCFCviVN7,243373
780,0.555,0.757,-7.868,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,5dRQUolXAVX3BbCiIxmSsf,221840
781,0.651,0.766,-9.935,0.0299,0.206,0.00103,0.362,0.949,116.74,17S4XrLvF5jlGvGCJHgF51,242107
782,0.741,0.647,-12.878,0.0427,0.108,0.00139,0.0555,0.804,131.097,4ZoBC5MhSEzuknIgAkBaoT,284000
783,0.543,0.944,-7.495,0.0543,0.402,0.000564,0.0373,0.735,101.174,6C4LXC9UFH1IKiHYOp0BiJ,279440
784,0.785,0.737,-5.306,0.0363,0.042,0.000107,0.108,0.971,125.447,67eX1ovaHyVPUinMHeUtIM,218960
785,0.667,0.755,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,6gXrEUzibufX9xYPk3HD5p,286220
786,0.787,0.472,-12.824,0.0832,0.221,0.000336,0.153,0.824,120.059,1gcESexgftSuLuML57Y69q,330643
787,0.717,0.588,-13.953,0.0535,0.331,0.0,0.102,0.852,131.537,2F1fnE1a8zQCogM6jJifHH,194267
788,0.653,0.677,-12.244,0.0396,0.249,0.0,0.403,0.888,114.37,1ynmMEK1fkyiZ6Z6F3ThEt,216533
789,0.55,0.824,-5.988,0.0334,0.448,0.000127,0.366,0.777,114.512,7MRyJPksH3G2cXHN8UKYzP,214733
790,0.574,0.96,-4.906,0.032,0.0457,0.0,0.121,0.978,117.486,2Y90nL1ohB4sgYELDs7uNx,254733
791,0.475,0.439,-15.039,0.0427,0.000146,0.000277,0.223,0.76,118.392,0HOrDVS349XFcpCYsO2hAP,234867
792,0.552,0.552,-9.736,0.0364,0.052,0.0,0.046,0.593,208.571,1Qrdlkgg9I4J7r3P4kZNwr,269760
793,0.562,0.609,-7.063,0.0271,0.0264,0.0,0.17,0.512,130.753,7vidktgNZFQylTgH1GEnMs,200213
794,0.578,0.836,-6.607,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,4HA2jo7wkMdN1lmLO6ryzE,209520
795,0.549,0.651,-7.097,0.0323,0.583,0.0,0.121,0.368,122.818,2hdNya0b6Cc2YJ8IyaQIWp,212307
796,0.471,0.956,-6.371,0.0403,0.000596,0.62,0.624,0.715,169.798,5yAu4njFSdM47dfsTkQPZ2,261813
797,0.752,0.684,-7.599,0.15,0.0994,0.0,0.0897,0.539,141.075,64UioB4Nmwgn2f4cbIpAkl,176440
798,0.261,0.703,-7.871,0.0414,0.115,0.00078,0.102,0.405,83.495,2lFFiNm0XtgJ6wkdncTB4k,234332
799,0.286,0.5,-14.281,0.0357,0.134,4.57e-05,0.108,0.443,99.162,78FHUZRbFDCG6VkRAQdFLm,343933
800,0.357,0.653,-5.554,0.0654,0.0828,0.0,0.0844,0.522,176.647,00qOE7OjRl0BpYiCiweZB2,259800
801,0.599,0.761,-6.887,0.0421,0.713,4.74e-06,0.349,0.712,77.015,6xdLJrVj4vIXwhuG8TMopk,163373
802,0.724,0.436,-9.321,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,1Jj6MF0xDOMA3Ut2Z368Bx,243067
803,0.306,0.86,-7.371,0.0534,0.204,0.000146,0.369,0.541,136.265,1nmZ8yqKkfooOuYvtFctDp,227893
804,0.816,0.514,-8.741,0.0339,0.767,0.949,0.0899,0.912,136.837,4fQMGlCawbTkH9yPPZ49kP,176333
805,0.556,0.785,-5.819,0.0419,0.00228,5.98e-06,0.193,0.173,105.935,3tetL39HqDX1sPDjfpGUkn,238520
806,0.134,0.348,-11.569,0.0369,0.963,0.77,0.109,0.0575,78.832,3cOf4c2dRkKF8AL98rlajn,188000
807,0.315,0.296,-13.262,0.0315,0.771,0.0,0.702,0.435,173.509,4LloVtxNZpeh7q7xdi1DQc,263573
808,0.488,0.209,-19.549,0.0369,0.374,5.05e-06,0.103,0.362,120.63,1KueOLeUZpaNRK2InckxVT,283493
809,0.599,0.295,-11.548,0.0264,0.655,0.000921,0.102,0.145,112.579,7khUiiyqFAluYRsw1ZKcWS,190000
810,0.6,0.243,-17.085,0.0366,0.89,0.0022,0.249,0.468,110.535,2WOjLF83vqjit2Zh4B69V3,217400
811,0.483,0.159,-13.648,0.0353,0.914,0.0,0.111,0.423,146.721,1UKobFsdqNXQb8OthimCKe,157893
812,0.642,0.427,-8.471,0.0402,0.871,0.0904,0.124,0.404,82.344,4KROoGIaPaR1pBHPnR3bwC,124001
813,0.611,0.331,-12.493,0.028,0.93,0.000276,0.117,0.559,95.015,4Vutl1Y7OJOBwIqVISNmzL,178293
814,0.384,0.366,-10.65,0.0329,0.371,9.17e-05,0.101,0.199,138.134,0QYgtwYCftkAqunXmvkZtr,261370
815,0.478,0.272,-16.161,0.03,0.497,1.91e-05,0.124,0.715,105.441,5M1gX3DQvgc7GI6dBWX9FL,198067
816,0.6,0.186,-15.926,0.0317,0.909,0.00102,0.104,0.468,110.044,3Kj2EWpIBnvETsYq4cq0IH,217467
817,0.38,0.0993,-20.567,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,18GiV1BaXzPVYpp9rmOg0E,165427
818,0.371,0.54,-8.11,0.0286,0.43,0.000327,0.283,0.388,95.339,563iNuGeBdAegSCMRSMjMH,259120
819,0.386,0.205,-16.699,0.0366,0.653,0.0448,0.106,0.623,172.373,6UIxGIqWlO5wsddY44AV1R,152613
820,0.585,0.233,-15.949,0.028,0.892,0.000611,0.114,0.481,140.666,5UDoMj8EIEXrQ4N0UR0nos,267133
821,0.411,0.381,-12.361,0.0286,0.13,0.257,0.132,0.524,76.963,5MbXzXGbqobR8xPVPs8OXA,238413
822,0.596,0.544,-11.759,0.0362,0.604,0.017,0.262,0.262,115.022,7x46YkKAwp3yZpaa72n5Mu,279000
823,0.652,0.243,-11.868,0.034,0.946,0.034,0.11,0.193,136.007,4du1sHf5pUhdEEwqtmOAi2,193936
824,0.567,0.434,-12.755,0.0349,0.86,0.257,0.115,0.254,82.459,7gDNQLV9cr8449LFrQbk5J,272347
825,0.562,0.25,-11.977,0.0325,0.959,0.000836,0.107,0.595,100.804,1dBje6EOpDBLdoKGo94DEa,236854
826,0.673,0.168,-15.333,0.0369,0.891,0.79,0.11,0.726,124.825,6ofam9RHTG7UBUa6uO2MjP,220493
827,0.661,0.518,-10.061,0.0319,0.621,1.78e-05,0.0953,0.776,127.266,51ueZKM83MTRv9rgiDfI6Y,170760
828,0.481,0.417,-4.9,0.0279,0.818,0.0,0.106,0.336,78.932,5TA2vNVGdgTdNyNNeq52e0,182640
829,0.627,0.247,-13.303,0.0321,0.811,0.0587,0.112,0.639,125.305,5JEM7lT9uSyhUsKFXwGfSm,170217
830,0.626,0.432,-11.948,0.0283,0.633,0.00239,0.127,0.361,137.93,3G9ETaH55bMQx8hwNhAgbU,360933
831,0.439,0.488,-14.464,0.0615,0.702,0.000339,0.16,0.629,93.017,76TZCvJ8GitQ2FA1q5dKu0,308520
832,0.636,0.454,-16.548,0.0615,0.599,0.00343,0.304,0.806,155.547,6IcU0P6Ec5CM9qVqV1U2JH,200240
833,0.461,0.153,-14.082,0.0386,0.903,1.18e-05,0.152,0.251,73.303,3IDYyNRmL5npjqm3x6fqjQ,239133
834,0.437,0.104,-22.533,0.0307,0.893,0.00124,0.11,0.544,101.718,7IsXXgpowAB48crGjV1oGb,196467
835,0.486,0.241,-17.337,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,3y4Uza6K58JXQ7RYya8ZI5,301133
836,0.698,0.643,-16.985,0.0649,0.803,0.0799,0.704,0.714,128.22,0hhzJEusz6r7f0eL1Uc8kw,254000
837,0.547,0.38,-9.521,0.0282,0.865,0.152,0.107,0.395,83.579,5QUeSXjTMHbq1fW5da2waF,160926
838,0.584,0.474,-7.981,0.0258,0.796,2.69e-06,0.115,0.332,101.457,75nZ4W6quZhI55LKiqCXWh,280795
839,0.38,0.306,-14.446,0.0305,0.942,0.323,0.123,0.157,147.889,6DESft0qm6RhoYf5wzeoGH,336613
840,0.612,0.24,-12.821,0.033,0.745,7.86e-05,0.115,0.223,122.565,57ct8jKi6trntXiRV0NnXi,228840
841,0.382,0.218,-15.761,0.0302,0.733,0.000665,0.108,0.321,130.696,7pz0HomuJsxkbrNQUHNYBE,167160
842,0.765,0.291,-14.456,0.0397,0.787,0.000446,0.149,0.806,115.751,0wEo4mwfs6tXYgCem9m9wP,102987
843,0.649,0.238,-16.858,0.0371,0.425,0.0,0.126,0.711,82.17,0xGgv9u5VuAmFUUmWg3vbl,119667
844,0.542,0.318,-12.797,0.0369,0.826,4.07e-05,0.106,0.489,88.881,435XaJ1Mqo5Pd7AwRE7nrF,178347
845,0.381,0.0848,-17.77,0.032,0.834,0.0,0.112,0.557,155.036,62Yu8QL1g9pdbvN4XL9Rah,177360
846,0.622,0.191,-11.141,0.0299,0.947,0.00602,0.106,0.293,134.853,1oqnATF6AFH93dCBrDqBTP,233333
847,0.388,0.66,-7.372,0.0308,0.312,0.000307,0.0943,0.401,143.554,6Fha6tXHkL3r9m9nNqQG8p,230507
848,0.714,0.268,-7.546,0.0329,0.722,5.05e-06,0.246,0.332,116.339,44gq8zKiyisjDCKRfcuk3N,300933
849,0.676,0.609,-10.183,0.034,0.753,5.85e-05,0.209,0.557,127.45,7thzIJfxiZNZaPFA5OR9s1,110560
850,0.544,0.265,-11.952,0.035,0.848,0.0,0.196,0.7,133.837,561F1zqRwGPCTMRsLsXVtL,146176
851,0.522,0.256,-11.216,0.0258,0.86,0.000806,0.142,0.13,76.349,4PuUa8e5s7P3Zv1IdCGIsa,296387
852,0.423,0.474,-12.781,0.0276,0.795,0.212,0.118,0.557,136.315,3stIYspWCgBe0JxbQvkKsv,235720
853,0.626,0.236,-13.789,0.0267,0.909,1.29e-05,0.126,0.154,99.965,3PDJfUCgOy0mqm3jxUVA5F,194000
854,0.531,0.102,-23.525,0.0549,0.857,0.279,0.154,0.595,118.111,0Ziohm1Ku8E2yUDYoclfhO,177200
855,0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4uUG5RXrOk84mYEfFvj3cK,175238
856,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,0WtM2NBVQNNJLh6scP13H8,239318
857,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4h9wh7iOZ0GGn8QVp4RAOB,148486
858,0.738,0.868,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,22mek4IiqubGD9ctzxc69s,212640
859,0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,4Dvkj6JhhA12EX05fT7y2e,167303
860,0.679,0.804,-5.226,0.142,0.055,3.43e-06,0.37,0.481,109.866,6F67FNdOBNMFzxdj1CQ5pL,187511
861,0.601,0.741,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,6I3mqTwhRpn34SLVafSH7G,153190
862,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,291293
863,0.768,0.714,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,4h4QlmocP3IuwYEj2j14p8,163026
864,0.919,0.623,-6.521,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,5ildQOEKmJuWGl2vRkFdYc,157018
865,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,3USxtqRwSYz57Ewm6wWRMp,238805
866,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,50nfwKoDiSYg8zOCREWAm5,207853
867,0.773,0.742,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,0HqZX76SFLDz2aW8aiqi7G,165265
868,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,5HCyWlXZPP0y6Gqq8TgA20,141806
869,0.714,0.728,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,1qEmFfgcLObUfQm0j1W2CK,177955
870,0.796,0.798,-6.312,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,6zSpb8dQRaw0M1dK8PBwQz,202735
871,0.563,0.664,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,4ZtFanR9U6ndgddUvNcjcG,178147
872,0.602,0.91,-3.404,0.0308,0.00126,0.000174,0.12,0.228,127.944,3BKD1PwArikchz2Zrlp1qi,140018
873,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,18asYwWugKjjsihZ0YvRxO,164819
874,0.721,0.738,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,4qu63nuBpdn0qHUHuObEj1,154983
875,0.777,0.658,-5.191,0.054,0.0767,0.0,0.0901,0.633,110.048,3RauEVgRgj1IuWdJ9fDs70,190360
876,0.807,0.893,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,3rmo8F54jFF8OgYsqTxm5d,230747
877,0.737,0.846,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,0e8nrvls4Qqv5Rfa2UhqmO,143901
878,0.616,0.841,-4.779,0.076,0.0559,0.00217,0.417,0.714,110.029,5YdnOm5990Kfq1Jodws98B,154561
879,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,1yvMUkIOTeUNtNWlWRgANS,217747
880,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,1r9xUipOqoNwggBpENDsvJ,173381
881,0.793,0.793,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,3PfIrDoz19wz7qK7tYeu62,183290
882,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,5QDLhrAOJJdNAmCTJ8xMyW,199054
883,0.588,0.701,-6.39,0.0402,0.00813,0.0,0.2,0.443,104.988,3FeVmId7tL5YN8B7R3imoM,228000
884,0.574,0.852,-1.248,0.0397,0.0529,0.0,0.161,0.501,123.038,4zrKN5Sv8JS5mqnbVcsul7,209027
885,0.636,0.888,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,4FWbsd91QSvgr1dSWwW51e,237200
886,0.553,0.659,-7.295,0.0391,0.0027,0.0,0.105,0.105,120.146,0VO8gYVDSwM1Qdd2GsMoYK,234000
887,0.701,0.716,-3.671,0.0361,0.174,0.0,0.324,0.732,91.007,4jPy3l0RUwlUI9T5XHBW2m,140533
888,0.697,0.875,-4.621,0.034,0.137,0.0,0.28,0.774,140.069,5r43qanLhUCdBj8HN3fa6B,163855
889,0.637,0.69,-4.057,0.0405,0.00786,0.0,0.124,0.457,129.857,7a53HqqArd4b9NF4XAmlbI,162399
890,0.764,0.705,-3.463,0.0284,0.259,8.92e-05,0.12,0.781,110.97,3DarAbFujv6eYNliUTyqtz,208667
891,0.584,0.915,-3.199,0.11,0.00686,0.000155,0.098,0.57,181.882,4vOoQh9MhS9pyrbvc8LyMz,196940
892,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,22vgEDb5hykfaTwLuskFGD,181027
893,0.781,0.67,-3.912,0.0452,0.0103,0.0,0.0761,0.595,127.99,2Oycxb8QbPkpHTo8ZrmG0B,169333
894,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,1RF02Cf80mTaeNXG2P2boR,155253
895,0.92,0.696,-3.356,0.0742,0.183,0.0,0.149,0.545,106.966,505v13epFXodT9fVAJ6h8k,170480
896,0.721,0.769,-4.111,0.105,0.0922,0.0,0.0817,0.915,155.932,2rmwqU7yzTvzkiaRV53DpT,187108
897,0.689,0.627,-5.692,0.308,0.105,0.000321,0.0905,0.905,184.008,1jEBSDN5vYViJQr78W7jr2,187704
898,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,09IStsImFySgyp0pIQdqAc,184732
899,0.534,0.725,-3.906,0.046,0.091,0.0,0.0264,0.55,88.098,3Kkjo3cT83cw09VJyrLNwX,225149
900,0.713,0.676,-5.483,0.027,0.0377,0.0,0.154,0.721,99.048,5zFglKYiknIxks8geR8rcL,227395
901,0.707,0.955,-4.593,0.222,0.127,0.0,0.202,0.575,125.989,78qd8dvwea0Gosb6Fe6j3k,134240
902,0.628,0.639,-5.46,0.0435,0.00162,0.0,0.354,0.493,108.045,6KfoDhO4XUWSbnyKjNp9c4,185773
903,0.741,0.691,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087,5Z9KJZvQzH6PFmb8SNkxuk,212353
904,0.774,0.792,-4.021,0.0523,0.051,0.0,0.155,0.507,122.062,3eJH2nAjvNXdmPfBkALiPZ,139672
905,0.376,0.657,-4.658,0.0768,0.0858,0.0,0.0884,0.203,80.565,1r8ZCjfrQxoy2wVaBUbpwg,164782
906,0.603,0.691,-5.805,0.0372,0.0248,0.0,0.583,0.577,147.148,0U1W2LZVUX7qTm7dDpqxh6,172267
907,0.699,0.805,-5.535,0.0345,0.00161,0.00177,0.249,0.232,109.976,4i2qxFEVVUi8yOYoxB8TCX,223280
908,0.685,0.886,-4.179,0.034,0.028,0.0,0.481,0.615,125.034,5902W4uHWzhtOff1UK7the,161267
909,0.82,0.686,-5.102,0.038,0.00412,0.0,0.184,0.668,110.058,0ARKW62l9uWIDYMZTUmJHF,175889
910,0.702,0.741,-5.33,0.0427,0.00544,0.0,0.337,0.646,124.925,3XYRV7ZSHqIRDG87DKTtry,187585
911,0.649,0.622,-7.054,0.0582,0.074,0.0,0.594,0.106,90.024,5oqDgw5VGBln5dSIOPWyBq,204852
912,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4w8niZpiMy6qz1mntFA5uM,212500
913,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,5WHTFyqSii0lmT9R21abT8,178480
914,0.664,0.708,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,5Gu0PDLN4YJeW75PpBSg9p,174800
915,0.776,0.808,-4.501,0.117,0.0297,0.000127,0.103,0.494,123.988,0z8hI3OPS8ADPWtoCjjLl6,184104
916,0.723,0.698,-6.162,0.0659,0.18,0.0,0.797,0.317,126.001,09rAJ1Q1NNJSaUKEW3X9P6,211348
917,0.789,0.711,-4.248,0.041,0.0332,0.0,0.0876,0.753,112.985,59qrUpoplZxbIZxk6X0Bm3,190306
918,0.693,0.678,-7.159,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,6oJ6le65B3SEqPwMRNXWjY,228267
919,0.69,0.89,-4.866,0.0507,0.00903,1.61e-05,0.188,0.713,124.018,2F2p7b5Xq20mRyEeWYaeUF,181478
920,0.824,0.587,-6.401,0.0937,0.69,0.000105,0.149,0.514,98.029,2N8m6CYs74qQO4mjVcXO30,209438
921,0.67,0.727,-5.477,0.0689,0.277,0.0,0.52,0.412,110.151,5FHPvs8RxWBQXP2Rq9I2B2,150013
922,0.741,0.52,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,6Qs4SXO9dwPj5GKvVOv8Ki,171030
923,0.659,0.618,-5.863,0.0642,0.261,0.0,0.184,0.196,119.84,1B4Mt5DvMxocvcr7cj5Rdv,164010
924,0.814,0.628,-7.178,0.221,0.167,0.0,0.101,0.677,123.977,7mFj0LlWtEJaEigguaWqYh,201334
925,0.593,0.884,-3.313,0.0767,0.0351,5.54e-06,0.487,0.607,147.092,13SfKfixPEDQBOYYtaY3Wh,189413
926,0.698,0.781,-5.615,0.0401,0.143,0.0,0.0762,0.851,124.017,2tX3PY8eP3h9XaBcLXuRBa,166573
927,0.653,0.836,-5.626,0.0457,0.0452,0.299,0.1,0.804,133.182,4TZ2Ub8bZh4LTs06eANDXa,190054
928,0.682,0.72,-8.173,0.0381,0.326,0.0,0.148,0.673,117.003,2UbVnbE5FH6008mAm6Mmgw,169011
929,0.855,0.463,-7.454,0.0367,0.217,1.77e-05,0.347,0.866,102.931,7BoobGhD4x5K96Me0hqC8Q,122773
930,0.687,0.887,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,2KukL7UlQ8TdvpaA7bY3ZJ,278282
931,0.669,0.832,-5.721,0.0682,0.0106,0.0,0.0968,0.7,113.035,1WkMMavIMc4JZ8cfMmxHkI,237547
932,0.852,0.698,-7.206,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,4wNIkl5XGiAACjFBlDWuSd,180645
933,0.602,0.626,-5.323,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,7l9IqDtVWJurTvkQHq1BGh,207120
934,0.666,0.796,-6.967,0.103,0.0492,0.0,0.0442,0.61,110.108,1058fW9H3fZA6QjYCdOBad,164842
935,0.75,0.797,-4.826,0.118,0.293,0.0,0.392,0.523,105.949,4RAR8g8fZNB106ezUurnE0,215203
936,0.935,0.807,-3.838,0.114,0.0514,0.0,0.349,0.813,106.017,6Zu3aw7FfjAF9WA0fA81Oq,173182
937,0.672,0.855,-3.764,0.0397,0.021,0.0,0.323,0.646,123.056,24ySl2hOPGCDcxBxFIqWBu,182200
938,0.691,0.695,-5.6,0.0367,0.0592,0.0,0.0647,0.514,106.064,2cc8Sw1OnCuA5bV8nqWqpE,233386
939,0.715,0.931,-3.548,0.0426,0.00573,0.00185,0.0549,0.615,119.971,7LbhIjYNfCguxjAw43Mkff,181648
940,0.733,0.653,-6.094,0.0391,0.0179,0.0218,0.184,0.752,119.996,1QxIFMs4M8qd5cbJJu80v4,182895
941,0.6,0.683,-6.271,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,514rhnksEwHUh6LxXsQ4Y9,210240
942,0.601,0.787,-6.178,0.031,0.0492,0.0,0.142,0.525,134.981,09AvsbivV1FQBRAEBJh7UL,175163
943,0.766,0.706,-6.553,0.16,0.223,0.00028,0.064,0.766,142.989,18XlJEroUwFo0tLZxscgXE,172598
944,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853,63y6xWR4gXz7bnUGOk8iI6,244453
945,0.603,0.816,-3.549,0.0335,0.0104,5.7e-05,0.133,0.401,149.934,0tYtfBFJLVn2ITE66FbaLT,188562
946,0.779,0.705,-3.895,0.0344,0.369,7.91e-06,0.124,0.946,101.022,27u7t9d7ZQoyjsCROHuZJ3,178374
947,0.656,0.847,-5.241,0.0444,0.245,5e-05,0.108,0.659,123.026,6NAeCHRuzqURCsUpYTQbjK,170102
948,0.599,0.713,-7.008,0.0542,0.405,2.53e-05,0.266,0.518,123.962,1cgy2FSOQMbq7DHCVgMAUA,177157
949,0.53,0.835,-3.69,0.11,0.0453,0.0,0.0637,0.471,166.02,0sb8ClU3CLoNblxkpmOKzA,190319
950,0.599,0.887,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,0rIAC4PXANcKmitJfoqmVm,193837
