,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
1526,0.768,0.444,-8.584,0.0527,0.746,0.0,0.279,0.686,134.096,0mNi3gEjt1CmZVhXFFjx8d,162985
1527,0.65,0.566,-9.838,0.303,0.199,0.53,0.477,0.377,151.107,4r8vtv55ZqVxRAXdcLGS8J,164327
1528,0.807,0.75,-4.396,0.237,0.17,0.0,0.164,0.961,141.176,6A3SB2C4U6JtCavQOXLYNN,139574
1529,0.727,0.852,-5.125,0.187,7.15e-05,0.579,0.72,0.282,179.995,3JfKaDVt5I1egdhm2V5GRG,143347
1530,0.72,0.847,-6.469,0.0384,0.00174,0.0623,0.104,0.132,149.954,4atLPkcljMp14JBaigYFKC,236157
1531,0.636,0.554,-8.67,0.0302,0.0381,0.000835,0.332,0.238,134.919,69eIYV80zISfItEDE0r0Ui,184889
1532,0.667,0.702,-8.49,0.169,0.219,4.3e-05,0.147,0.479,148.978,42Ztw2ZtZR3mtWjXpg0R5I,135302
1533,0.626,0.667,-11.817,0.0283,0.209,0.000257,0.0779,0.83,112.776,0yp3TvJNlG50Q4tAHWNCRm,257631
1534,0.568,0.141,-10.206,0.0429,0.986,0.0,0.107,0.339,77.418,4lptrKbbydmqa74YS0a1rt,179141
1535,0.8,0.67,-5.74,0.0671,0.156,0.000431,0.087,0.481,100.981,4i81SNeu64liIEAytWqIOK,165066
1536,0.504,0.47,-11.818,0.296,0.128,0.0,0.587,0.709,118.676,6N21iOdTYgYjDK1AyS0iUW,89722
1537,0.838,0.595,-8.065,0.382,0.58,0.0,0.115,0.667,159.95,3ExwIfEUmxS42y7Md7fb4I,168413
1538,0.551,0.793,-6.261,0.0412,0.0424,0.0,0.119,0.437,94.981,7vaiRmwEhbxxnZ5XPhL75E,148387
1539,0.66,0.435,-15.361,0.366,0.0897,0.0,0.704,0.116,84.92,50xOJQAsxa1qL1onRDkvNv,117480
1540,0.885,0.583,-6.185,0.194,0.509,0.0,0.103,0.689,91.009,5okY56XDYB4lIqu9tOADX5,125787
1541,0.803,0.889,-6.545,0.0439,0.189,0.653,0.13,0.876,147.983,7jQkiAaa4XYYsPH3rcfcWo,163515
1542,0.71,0.699,-4.664,0.1,0.327,4.64e-06,0.0975,0.484,125.051,5BfCoUcWNXcpyJfjXRIeyC,179868
1543,0.68,0.956,-1.95,0.172,0.0771,0.0,0.36,0.512,137.939,5CvAzdenlzv3ImMcG7awJV,210870
1544,0.662,0.726,-6.786,0.0516,0.132,0.0,0.455,0.408,149.944,7jYwZOptDPesQgzj7vhsEF,148800
1545,0.647,0.836,-3.789,0.26,0.144,0.000403,0.213,0.52,140.08,0HObAomnnHRMv2kuEBIMbz,147680
1546,0.776,0.594,-7.781,0.0748,0.0607,0.0,0.108,0.151,98.929,6cET8vehV4mW4cfhq2OxQD,111515
1547,0.76,0.264,-10.279,0.0708,0.852,0.0,0.239,0.799,145.087,2nOIt0j8sF1uOVJkCEQMRb,122690
1548,0.571,0.348,-9.391,0.0854,0.771,0.000125,0.325,0.349,66.337,2VGGQdroduj4dIMGPsBzDG,126207
1549,0.63,0.458,-14.172,0.0718,0.15,0.0255,0.108,0.208,170.042,6Hh6pxNSScePI9zjKBIUg2,145676
1550,0.776,0.923,-5.494,0.16,0.0051,0.00296,0.0917,0.424,156.044,1qQWAmVIfqIEGH7BNBrbPO,204223
1551,0.764,0.522,-8.809,0.0416,0.131,3.44e-05,0.105,0.0648,110.043,6UHVD2goKqUSeboXnySBKs,142010
1552,0.834,0.491,-7.629,0.0767,0.143,0.00242,0.0853,0.339,139.804,6duXLvgXDWo0cHcpi5rAeW,157067
1553,0.712,0.972,-0.514,0.112,0.00547,7.06e-05,0.128,0.568,119.966,6qyS9qBy0mEk3qYaH8mPss,145000
1554,0.576,0.638,-8.728,0.228,0.178,0.0,0.0823,0.228,93.762,6nIiVMTx9YFZi5b8eLPA35,219440
1555,0.711,0.468,-17.63,0.15,0.0129,0.0562,0.714,0.556,169.974,5ZNa6S7agmCmaEnxIHE73m,237195
1556,0.75,0.514,-7.749,0.0478,0.0528,0.0,0.106,0.307,89.94,1s968vbStkzOXKDIejXeXg,163500
1557,0.479,0.714,-3.776,0.109,0.025,0.0153,0.205,0.49,98.236,38muRUB5vaK3pW0Iu4A0iZ,172415
1558,0.848,0.642,-8.895,0.304,0.144,0.00417,0.244,0.603,139.928,3EngNejou3x0co3Ed68X7U,111236
1559,0.701,0.932,-7.059,0.088,0.0976,0.00223,0.267,0.548,149.991,3WaHqDjGpOWAz7uHvA7ztc,160000
1560,0.814,0.501,-7.446,0.248,0.146,0.000528,0.103,0.411,99.01,4oRhx8PEVBY95veYsfXCrd,178500
1561,0.624,0.499,-9.962,0.0495,0.82,0.0,0.12,0.298,143.249,2kx5sQgmjYug0GiDh1a4sU,122517
1562,0.716,0.748,-6.06,0.0356,0.235,0.849,0.114,0.338,119.918,01kfSdF9zfcDLri5sSWEoL,169245
1563,0.828,0.716,-7.674,0.0534,0.0481,0.0035,0.192,0.588,120.041,6WnIsfCuNqrlngROXGVe1W,138208
1564,0.655,0.548,-8.415,0.31,0.361,0.0,0.115,0.3,145.062,3EyH39kLsNm2MKDYGRuSfK,160040
1565,0.933,0.522,-7.142,0.579,0.0243,0.0,0.131,0.624,140.166,6sizQj16amSoj5iXMDCx5J,207429
1566,0.657,0.656,-3.925,0.0517,0.0386,0.000641,0.733,0.482,90.099,6cSDNYoWlMxzVfJLn6H301,194693
1567,0.552,0.882,-5.292,0.0403,5.01e-05,0.787,0.0484,0.484,165.009,3bYEYuHHiX1TmdLUiWykIc,206627
1568,0.833,0.918,-6.397,0.092,0.0778,2.6e-05,0.574,0.846,135.942,2hFOXN8Eq2gXIGGMIdHdWJ,137847
1569,0.775,0.318,-11.917,0.101,0.91,2.22e-05,0.24,0.911,110.15,5aDihCsSOV7NclIpOZhiuN,70366
1570,0.814,0.789,-6.29,0.0405,0.365,0.000502,0.137,0.842,107.003,3BnDvpeuGOj21Ir2aVEtQo,219669
1571,0.705,0.91,-3.901,0.0596,0.203,0.0,0.38,0.813,132.017,2WQBFD9aMY1HldcU7Ekvp1,165045
1572,0.706,0.633,-9.584,0.0419,0.267,0.0192,0.175,0.375,110.005,6lknMmJZALXxx7emwwZWLX,120157
1573,0.685,0.391,-9.689,0.035,0.814,0.0,0.221,0.888,145.029,2f00EC28b8bsBL0uAH61Gv,123000
1574,0.633,0.259,-11.647,0.0336,0.858,6.3e-05,0.108,0.156,111.963,0xpxqgwLsMIJFQQKPGXclD,161773
1575,0.719,0.685,-7.083,0.257,0.569,0.0,0.263,0.632,136.172,3kgt8Ys78I6GBZlQrWqZiA,178973
1576,0.941,0.753,-4.905,0.0905,0.458,0.61,0.109,0.681,127.02,1635wWSdp29PO3GxYhy991,169606
1577,0.874,0.869,-5.996,0.0315,0.00116,0.00238,0.164,0.726,126.027,5ZduaRci3iNUiDfJbBfAaf,102861
1578,0.701,0.477,-12.008,0.0429,0.166,0.554,0.147,0.174,140.05,6nYJWAPKIJfXIKtiYc4P4O,150000
1579,0.919,0.439,-5.566,0.0739,0.0935,0.000211,0.155,0.329,125.033,5s1EwpwmgQJ8Ti3ltrJdO8,171069
1580,0.725,0.664,-7.709,0.348,0.0347,4.58e-06,0.131,0.632,95.308,038awuS65sn5GQxlpJGkqj,137482
1581,0.851,0.692,-8.466,0.372,0.00982,0.0,0.0585,0.755,130.973,6rCnJGzjbgyYyhILDcpJmc,129677
1582,0.427,0.123,-15.228,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,1WsEgieHsWWndAzLkmV105,229426
1583,0.673,0.603,-8.225,0.0691,0.473,0.0,0.203,0.36,119.923,4HkRGYJYn1Y99uXpqTyOI6,149030
1584,0.593,0.643,-14.567,0.0623,0.575,0.908,0.168,0.0934,133.995,6wgmzw64fvWGVNfDRbOHFh,277500
1585,0.764,0.941,-6.58,0.182,0.35,0.000762,0.12,0.706,154.002,1tpDvNYpe7sISg9HFZqJ97,107932
1586,0.744,0.516,-6.365,0.0513,0.632,0.0,0.605,0.281,97.944,474uVhyGgK5MtY9gMcDgGl,152293
1587,0.395,0.784,-5.903,0.132,0.0135,0.0,0.213,0.353,161.946,4CiVz4bw7X1zjCaJ5ZwxUS,203948
1588,0.954,0.516,-5.817,0.16,0.03,7.54e-06,0.0504,0.624,105.001,6UN73IYd0hZxLi8wFPMQij,139560
1589,0.696,0.809,-8.254,0.05,0.252,0.000128,0.248,0.857,132.962,6AQbmUe0Qwf5PZnt4HmTXv,131013
1590,0.573,0.422,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357,26b3oVLrRUaaybJulow9kz,184791
1591,0.668,0.567,-8.317,0.402,0.255,5.03e-05,0.116,0.468,147.963,7K8d1oRPuudJjiSltCtogQ,189372
1592,0.397,0.446,-7.032,0.0373,0.49,0.00892,0.111,0.214,178.05,0wrWxW18WK2MkrfDpRHkyh,185000
1593,0.607,0.487,-13.756,0.0444,0.00715,0.835,0.126,0.704,112.008,3N2RPZQ1R5GpRR1noHSNww,213000
1594,0.816,0.367,-9.354,0.0588,0.314,0.0,0.0987,0.413,116.035,1SRw5p2lVAi7RGlHEmZg66,208630
1595,0.962,0.619,-5.562,0.405,0.0354,0.0,0.083,0.154,127.958,5m0yZ33oOy0yYBtdTXuxQe,144652
1596,0.956,0.515,-9.962,0.337,0.305,0.0,0.156,0.69,119.937,6KXKcH4QO1MiGrMQOGoADP,122070
1597,0.783,0.592,-8.332,0.0331,0.435,4.15e-06,0.347,0.726,120.018,7FbrGaHYVDmfr7KoLIZnQ7,174253
1598,0.323,0.761,-6.143,0.0479,0.00942,0.000586,0.0827,0.466,141.282,7bSlafYF33JHLoB9NtsL9V,332387
1599,0.558,0.559,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,7KA4W4McWYRpgf0fWsJZWB,180387
1600,0.777,0.601,-5.931,0.126,0.0406,0.00201,0.0348,0.68,97.911,3XKIUb7HzIF1Vu9usunMzc,261973
1601,0.751,0.72,-6.376,0.0303,0.554,0.0497,0.258,0.884,135.73,39sDitIeCMrVX2QyXHY46t,217000
1602,0.425,0.754,-6.028,0.0367,0.0104,0.112,0.438,0.558,152.092,40gk32E7YaTFoQwDIWv2SY,135693
1603,0.674,0.759,-8.234,0.0695,0.0784,0.472,0.296,0.109,134.038,3vcLw8QA3yCOkrj9oLSZNs,133829
1604,0.698,0.312,-10.9,0.0483,0.797,0.0,0.1,0.419,92.138,4w9soAM7IrmYDhSXLp14p6,95440
1605,0.647,0.228,-19.288,0.0668,0.841,0.00149,0.108,0.189,119.828,6qrcJkIpuWpxH0ruS8WVAy,197000
1606,0.584,0.684,-4.314,0.567,0.312,9.05e-05,0.112,0.72,210.164,3NRql0A1Ef4RCvT473iqgD,213573
1607,0.752,0.56,-5.375,0.122,0.295,0.0,0.114,0.848,120.015,035MzEbx4z2DxuRDymHXbv,245959
1608,0.507,0.586,-8.15,0.0586,0.599,0.0544,0.118,0.588,108.164,4gh0ZnHzaTMT1sDga7Ek0N,191623
1609,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,6dBUzqjtbnIa1TwYbyw5CM,213920
1610,0.504,0.91,-3.736,0.332,0.0235,4.16e-06,0.175,0.337,151.657,23bkmqAXxuId9FaUJvrP29,110511
1611,0.508,0.43,-9.475,0.0335,0.83,0.000441,0.093,0.324,130.09,1odExI7RdWc4BT515LTAwj,212954
1612,0.626,0.535,-4.901,0.0289,0.71,1.76e-06,0.109,0.358,143.851,1oOamzG57yPWa5PTxXguDt,145833
1613,0.636,0.57,-5.973,0.0571,0.011,0.00204,0.0677,0.0883,168.202,1Rq4GtIucW9CAcF8B6PAbW,190893
1614,0.823,0.388,-10.867,0.491,0.0187,0.0,0.0876,0.507,154.569,7sliFe6W30tPBPh6dvZsIH,139326
1615,0.665,0.59,-7.608,0.161,0.763,0.0132,0.147,0.216,77.559,0xaFw2zDYf1rIJWl2dXiSF,239613
1616,0.726,0.353,-10.273,0.105,0.65,0.002,0.224,0.503,137.66,2IlT65thKQQw248mhk2PjQ,169014
1617,0.608,0.311,-11.255,0.154,0.592,0.0,0.174,0.426,180.362,2OrucC3HEPmZpkaQ05Nx0V,195605
1618,0.721,0.541,-8.924,0.12,0.528,0.0,0.13,0.616,153.919,4ztdjZ2t7BVo5DLIFQBdJh,158133
1619,0.699,0.375,-9.428,0.093,0.813,0.0,0.139,0.81,179.849,6uL6HCOsEwvnmCX4cDf65g,141903
1620,0.744,0.516,-6.365,0.0513,0.632,0.0,0.605,0.281,97.944,474uVhyGgK5MtY9gMcDgGl,152293
1621,0.568,0.742,-8.69,0.0634,0.0395,0.846,0.217,0.364,170.063,2BtaCcUXy6zHcsnL5Tde8S,212881
1622,0.753,0.458,-12.52,0.123,0.0812,0.00413,0.209,0.662,105.057,559SdaPI7mqy9IQiscuaMj,150054
1623,0.672,0.642,-4.035,0.0313,0.0981,0.0,0.1,0.494,121.981,1daDRI9ahBonbWD8YcxOIB,196453
1624,0.377,0.651,-5.437,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,2ogKhhoMClkFXek7ZgxAhN,219742
1625,0.774,0.66,-8.2,0.0328,0.662,0.0,0.4,0.961,120.023,5mg3VB3Qh7jcR5kAAC4DSV,174253
1626,0.681,0.513,-6.643,0.0388,0.069,0.0,0.125,0.167,136.985,7kOletJ0Q5H4MWe7cfeZXP,185113
1627,0.938,0.606,-6.396,0.419,0.117,0.0,0.528,0.706,121.108,5BmB3OaQyYXCqRyN8iR2Yi,123673
1628,0.36,0.391,-10.6,0.0528,0.296,0.000406,0.129,0.162,84.281,5QvBXUm5MglLJ3iBfTX2Wo,177227
1629,0.606,0.805,-5.952,0.0505,0.000342,0.0,0.143,0.563,155.065,5udNN5hwk870U9dk7a0nHe,131625
1630,0.706,0.675,-6.351,0.237,0.177,0.0,0.0852,0.516,159.961,5OLcsBO28uWHMzS0EEeZNp,188596
1631,0.898,0.676,-5.196,0.187,0.14,0.0,0.101,0.742,147.991,0ZxhtATQ0a6EvQNZ0z6NKV,172125
1632,0.312,0.966,-1.431,0.123,0.0846,7.83e-06,0.235,0.454,89.514,6cJSXxvl9l94huIUIqsEQo,198027
1633,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,0.182,94.485,0yc6Gst2xkRu0eMLeRMGCX,290617
1634,0.642,0.396,-16.843,0.0642,0.462,0.000823,0.106,0.797,84.082,6Dk5fHTvH897XrVzCO64Mx,286493
1635,0.791,0.366,-8.337,0.0966,0.744,7.24e-06,0.106,0.335,124.878,5m0eMnsWwzgGsUxe1mhFYR,211373
1636,0.639,0.723,-6.462,0.0532,0.511,0.0,0.167,0.878,136.872,2i2gDpKKWjvnRTOZRhaPh2,187558
1637,0.348,0.652,-7.145,0.0931,0.0165,0.000264,0.33,0.172,70.956,10hMM5nsZQf66ldBlgWBfG,192987
1638,0.594,0.448,-8.179,0.0476,0.657,0.0,0.105,0.208,135.954,71XJNtOdwmL1UWOQQvsKoH,225313
1639,0.665,0.535,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,138.842,6IZvVAP7VPPnsGX6bvgkqg,275253
1640,0.686,0.897,-7.18,0.0386,0.0103,0.103,0.153,0.355,129.975,0FA4wrjDJvJTTU8AepZTup,163139
1641,0.602,0.707,-4.097,0.302,0.393,0.0,0.165,0.554,75.087,58zsLZPvfflaiIbNWoA22O,200187
1642,0.789,0.614,-6.491,0.0579,0.00348,0.00152,0.283,0.108,126.035,2XMAWynSTIst5KmLSv0Npf,198898
1643,0.678,0.798,-5.195,0.0316,0.0383,0.269,0.126,0.509,99.941,2ty6DmPnxVPpEFuB23XM0x,137528
1644,0.788,0.649,-9.674,0.0532,0.253,0.0136,0.12,0.229,113.009,2kaH2Z8ezDUKf6fNw250rZ,169912
1645,0.59,0.675,-7.95,0.458,0.389,0.0,0.167,0.443,178.41,4KSRdah26ypIXVNZPHmzO3,129467
1646,0.534,0.821,-7.463,0.107,0.693,1.02e-05,0.078,0.509,111.032,1QxTmNDHFmgaxgAolqqgAD,142120
1647,0.457,0.551,-9.36,0.167,0.427,1.15e-06,0.113,0.428,89.87,7eqoqGkKwgOaWNNHx90uEZ,307151
1648,0.507,0.79,-7.307,0.0294,0.233,0.139,0.145,0.6,147.065,1ZgMsA55GIY7ICkQh5MILA,320467
1649,0.436,0.409,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357,2NbsBSshscKIPRG3kwBbfo,160166
1650,0.564,0.412,-9.23,0.0274,0.554,0.0,0.151,0.29,144.689,0c8K5IUrmVlieC0Fc0d8tV,187293
1651,0.379,0.208,-13.858,0.0426,0.94,1.05e-06,0.114,0.163,82.085,72sfmdpuO5r8cBDgs7MqZZ,150520
1652,0.501,0.655,-9.482,0.596,0.206,0.0,0.1,0.605,79.797,1UFCw2ZU50ZXdjHUtKg9mp,223708
1653,0.696,0.809,-8.254,0.05,0.252,0.000128,0.248,0.857,132.962,6AQbmUe0Qwf5PZnt4HmTXv,131013
1654,0.819,0.355,-7.907,0.155,0.0274,7.77e-06,0.109,0.242,83.526,08XHGvYxioT9gMP6TPuaLR,176766
1655,0.574,0.469,-8.209,0.0254,0.534,9.21e-05,0.128,0.288,132.023,78Sw5GDo6AlGwTwanjXbGh,242485
1656,0.392,0.541,-8.68,0.0641,0.102,1.02e-05,0.288,0.447,181.866,3PzeZR8CqtwXmSn5AVao7J,306656
1657,0.632,0.349,-10.289,0.0346,0.926,7.5e-05,0.294,0.307,109.981,6gPPoRYJwCsoB2VVdPJfmo,232992
1658,0.65,0.574,-10.3,0.101,0.396,0.000112,0.354,0.441,83.963,2Ggr9IfS70wYQacW8nZKPG,237745
1659,0.418,0.31,-9.869,0.0625,0.095,0.0,0.216,0.131,139.614,22I3h5AOENlH4CqXJsEbFR,260170
1660,0.901,0.136,-16.127,0.102,0.667,0.354,0.109,0.643,150.076,7EAMXbLcL0qXmciM5SwMh2,211140
1661,0.572,0.839,-5.083,0.0377,0.013,0.00976,0.522,0.465,143.969,7DbdUf8aHSYoliSjO6LZv6,196784
1662,0.954,0.516,-5.817,0.16,0.03,7.54e-06,0.0504,0.624,105.001,6UN73IYd0hZxLi8wFPMQij,139560
1663,0.768,0.74,-6.595,0.336,0.696,6.81e-06,0.23,0.532,141.059,0yUaLqhsVsguBpoOPL4cO7,129362
1664,0.698,0.546,-7.234,0.0559,0.425,0.00314,0.16,0.335,145.044,2GAhgAjOhEmItWLfgisyOn,181080
1665,0.956,0.515,-9.962,0.337,0.305,0.0,0.156,0.69,119.937,7oLKoGzQVwjZ91AzCn560T,122070
1666,0.542,0.487,-9.53,0.0286,0.0544,0.000885,0.0872,0.119,111.307,3JEJwjqLkg2Jbau5922CAb,216631
1667,0.653,0.474,-10.899,0.103,0.312,6.65e-06,0.119,0.361,85.024,31mzt4ZV8C0f52pIz1NSwd,135529
1668,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,5XeFesFbtLpXzIVDNQP22n,183956
1669,0.802,0.623,-5.862,0.459,0.0292,0.055,0.113,0.457,74.987,37F7E7BKEw2E4O2L7u0IEp,169947
1670,0.435,0.768,-5.352,0.201,0.0857,0.000231,0.0918,0.378,107.588,3XCpS4k8WqNnCpcDOSRRuz,239888
1671,0.845,0.398,-15.781,0.268,0.872,0.00713,0.159,0.482,109.996,7D7e6hm2LiNd6nLuJF6K9Q,122222
1672,0.912,0.507,-11.952,0.0587,0.579,0.0,0.167,0.725,134.978,3RKjTYlQrtLXCq5ncswBPp,115556
1673,0.593,0.352,-8.296,0.0284,0.695,2.22e-05,0.3,0.226,119.988,50x1Ic8CaXkYNvjmxe3WXy,220750
1674,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005,2L9N0zZnd37dwF0clgxMGI,182888
1675,0.185,0.469,-7.729,0.0314,0.00623,0.909,0.201,0.422,150.321,1MDy1pR75sPtgFcUzP407o,105560
1676,0.445,0.537,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,3JvKfv6T31zO0ini8iNItO,244360
1677,0.571,0.549,-7.38,0.404,0.18,0.0,0.168,0.447,119.497,5wG3HvLhF6Y5KTGlK0IW3J,194787
1678,0.587,0.295,-14.542,0.0463,0.15,0.0,0.142,0.128,122.064,6QuwMgDZub0zf70EOcWtqk,206125
1679,0.865,0.69,-7.448,0.0443,0.285,0.0162,0.225,0.867,121.983,4cS2HQ6jK80vqdY9ofpztx,188867
1680,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,0NTMtAO2BV4tnGvw9EgBVq,219306
1681,0.983,0.532,-11.632,0.293,0.112,2.78e-06,0.046,0.627,119.97,04SSxcKDNjAkTvPeT0UUMN,176286
1682,0.454,0.466,-7.354,0.0363,0.156,0.218,0.162,0.228,144.378,5jikmrFL7wzkaCvdUSePkB,186723
1683,0.613,0.808,-2.851,0.0346,0.0426,0.0159,0.102,0.38,124.037,0cQVqPuHQP4KEwc7ZUQmj6,240427
1684,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,0nJW01T7XtvILxQgC5J7Wh,213827
1685,0.632,0.924,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,7LR85XLWw2yXqKBSI5brbG,267520
1686,0.68,0.428,-8.107,0.135,0.376,0.000344,0.355,0.334,98.222,0oA9wBGDY4uyILLg4GymWP,269333
1687,0.556,0.543,-6.808,0.131,0.0985,0.0,0.186,0.431,77.787,4LR9G3Vr27KaqrNm9aymBq,223441
1688,0.898,0.732,-3.982,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,6maTPqynTmrkWIralgGaoP,142759
1689,0.372,0.239,-11.314,0.0296,0.856,0.000175,0.168,0.127,113.451,1eUGmzzvahJjOSWgDHuRlv,102813
1690,0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94,3xKsf9qdS1CyvXSMEid6g8,184516
1691,0.706,0.505,-6.923,0.193,0.142,0.0,0.164,0.388,160.053,37F0uwRSrdzkBiuj0D5UHI,218880
1692,0.486,0.545,-7.924,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,4FyesJzVpA39hbYvcseO2d,123891
1693,0.555,0.216,-11.661,0.0721,0.557,0.00416,0.109,0.504,79.109,6me7F0aaZjwDo6RJ5MrfBD,87000
1694,0.509,0.637,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,5oO3drDxtziYU2H1X23ZIp,224000
1695,0.39,0.752,-7.581,0.19,0.108,0.00308,0.555,0.637,128.926,4sFGNz4MYpGoz53ZGCwsiE,127781
1696,0.73,0.785,-6.512,0.0554,0.0464,0.0216,0.111,0.649,94.094,1N8TTK1Uoy7UvQNUazfUt5,147875
1697,0.602,0.537,-11.389,0.0332,0.00118,0.947,0.289,0.428,139.94,4pV6Kx1T9L49PBFwH1g8ca,122250
1698,0.516,0.546,-9.105,0.249,0.814,4.5e-06,0.0995,0.515,78.267,4gT3mNJA8lnlkYFqGZ8IA2,271733
1699,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759,2bLqfJjuC5syrsgDsZfGmn,179120
1700,0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,5odlY52u43F5BjByhxg7wg,209260
1701,0.573,0.63,-8.389,0.105,0.189,2.31e-05,0.259,0.218,77.525,4F7A0DXBrmUAkp32uenhZt,249213
1702,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963,3tyPOhuVnt5zd5kGfxbCyL,242680
1703,0.4,0.571,-6.534,0.0288,0.468,3.05e-05,0.519,0.146,61.859,3Z0qLOS0cqWKPHXkbTXmNF,212736
1704,0.485,0.89,-5.992,0.0911,0.000872,0.818,0.102,0.258,128.881,5RBOcBpJXaNnHCGViJmYhh,194423
1705,0.526,0.866,-5.822,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,0BxE4FqsDD1Ot4YuBXwAPp,253587
1706,0.551,0.55,-5.339,0.0286,0.777,0.0,0.202,0.342,101.19,1Y3LN4zO1Edc2EluIoSPJN,176440
1707,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,5jnxxpX2834SB6LJ0S73Uz,299333
1708,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426,10nyNJ6zNy2YVYLrcwLccB,229120
1709,0.73,0.907,-3.72,0.0606,0.0921,0.114,0.23,0.249,120.968,2cSdAkzAf2T4j4aLvx4LLz,111074
1710,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,0VgkVdmE4gld66l8iyGjgx,204600
1711,0.406,0.399,-10.449,0.0278,0.756,0.678,0.112,0.163,142.83,3p4hRhMcb6ch8OLtATMaLw,256800
1712,0.571,0.544,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,1xK59OXxi2TAAAbmZK0kBL,132631
1713,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4zOfy9kqJlG0ZXvcaSh4gv,242373
1714,0.645,0.795,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE,251489
1715,0.686,0.507,-7.097,0.0357,0.626,7.51e-05,0.383,0.69,168.955,5CM4UuQ9Gnd6K2YyKGPMoK,232115
1716,0.448,0.665,-4.203,0.026,0.06,2.55e-05,0.0828,0.304,172.004,1SKPmfSYaPsETbRHaiA18G,237147
1717,0.622,0.455,-7.116,0.0282,0.0401,0.0,0.0957,0.274,124.412,1A3tuE6ti9qoZDwB3LB0t2,278293
1718,0.746,0.855,-5.66,0.18,0.173,0.021,0.169,0.456,156.07,4i0y40eLTmexj9pCrCIkxF,117323
1719,0.552,0.882,-5.292,0.0403,5.01e-05,0.787,0.0484,0.484,165.009,3bYEYuHHiX1TmdLUiWykIc,206627
1720,0.83,0.615,-9.064,0.251,0.119,5.7e-05,0.135,0.7,150.117,5qDzKUTHCUiKhewBa9STsE,164200
1721,0.621,0.493,-12.308,0.0647,0.00659,0.00587,0.588,0.359,160.949,2IUR2TucuKCga2717voVhn,124348
1722,0.55,0.665,-7.041,0.0373,0.123,5.12e-05,0.133,0.566,161.96,1Ef3taIMzjfN22y3ZOAiHZ,154082
1723,0.745,0.89,-9.651,0.0986,0.077,0.00302,0.089,0.908,80.5,1LhYl7a5VxCqpD1NgOhUJa,119514
1724,0.685,0.758,-5.96,0.0814,0.0358,0.0129,0.364,0.619,146.907,2MrKx1k7CSLryCP1sf3cwl,139819
1725,0.685,0.918,-9.405,0.0503,0.0206,0.904,0.0575,0.753,150.003,3bfoE6deRVfiq1VBJcftti,189121
1726,0.669,0.452,-12.112,0.231,0.42,0.291,0.0999,0.106,165.035,0fmbjLzenF8z20WN0QPSXl,208000
1727,0.564,0.765,-7.392,0.0343,0.000185,0.000453,0.0413,0.849,161.042,08556SGxHuwQGdFKjCblO6,177850
1728,0.8,0.823,-5.798,0.0424,0.113,0.00136,0.108,0.682,134.041,3y0j1dKTB0XXJQPRNIEXgN,125973
1729,0.709,0.824,-5.267,0.0354,0.00586,0.0,0.0664,0.679,143.97,2U1WraKDoy0he7Z03FXfNp,148547
1730,0.653,0.639,-10.549,0.237,0.146,0.0216,0.255,0.306,141.732,32SjeywKQRa3Ee4BgBN9ue,205141
1731,0.738,0.657,-8.055,0.334,0.126,0.0,0.0403,0.57,144.973,0DnVcskizKfZAioAA1Wfwz,122234
1732,0.626,0.694,-5.911,0.0454,0.16,0.0,0.118,0.516,147.039,53kPi6R7fbTAKB3AnMyVGc,86931
1733,0.807,0.84,-6.486,0.168,0.0943,0.000401,0.0721,0.968,144.943,6bTtaSmqjMD6TggNfoR4N5,151633
